2005-1,CLT,2096,AA,American Airlines Inc.,"","","",""
2005-1,CLT,2096,N/A,Independence Air,"","","",""
2005-1,CLT,2096,DL,Delta Air Lines Inc.,"","","",""
2005-1,CLT,2096,EV,Atlantic Southeast Airlines,"","","",""
2005-1,CLT,2096,MQ,American Eagle Airlines Inc.,"","","",""
2005-1,CLT,2096,N/A,Northwest Airlines Inc.,"","","",""
2005-1,CLT,2096,N/A,Comair Inc.,"","","",""
2005-1,CLT,2096,N/A,ExpressJet Airlines Inc.,"","","",""
2005-1,CLT,2096,N/A,ATA Airlines d/b/a ATA,"","","",""
2005-1,CLT,2096,UA,United Air Lines Inc.,"","","",""
2005-1,CLT,2096,US,US Airways Inc.,"","","",""
2003-11,DEN,2097,AA,American Airlines Inc.,"","","",""
2003-11,DEN,2097,AS,Alaska Airlines Inc.,"","","",""
2003-11,DEN,2097,B6,JetBlue Airways,"","","",""
2003-11,DEN,2097,N/A,Continental Air Lines Inc.,"","","",""
2003-11,DEN,2097,DL,Delta Air Lines Inc.,"","","",""
2003-11,DEN,2097,EV,Atlantic Southeast Airlines,"","","",""
2003-11,DEN,2097,N/A,AirTran Airways Corporation,"","","",""
2003-11,DEN,2097,N/A,America West Airlines Inc.,"","","",""
2003-11,DEN,2097,N/A,Northwest Airlines Inc.,"","","",""
2003-11,DEN,2097,N/A,SkyWest Airlines Inc.,"","","",""
2003-11,DEN,2097,N/A,ExpressJet Airlines Inc.,"","","",""
2003-11,DEN,2097,N/A,ATA Airlines d/b/a ATA,"","","",""
2003-11,DEN,2097,UA,United Air Lines Inc.,"","","",""
2003-11,DEN,2097,US,US Airways Inc.,"","","",""
2011-3,LGA,2098,AA,American Airlines Inc.,"","","",""
2011-3,LGA,2098,B6,JetBlue Airways,"","","",""
2011-3,LGA,2098,N/A,Continental Air Lines Inc.,"","","",""
2011-3,LGA,2098,DL,Delta Air Lines Inc.,"","","",""
2011-3,LGA,2098,EV,Atlantic Southeast Airlines,"","","",""
2011-3,LGA,2098,F9,Frontier Airlines Inc.,"","","",""
2011-3,LGA,2098,N/A,AirTran Airways Corporation,"","","",""
2011-3,LGA,2098,MQ,American Eagle Airlines Inc.,"","","",""
2011-3,LGA,2098,UA,United Air Lines Inc.,"","","",""
