2003-8,MIA,1495,AA,American Airlines Inc.,"","","",""
2003-8,MIA,1495,AS,Alaska Airlines Inc.,"","","",""
2003-8,MIA,1495,N/A,Continental Air Lines Inc.,"","","",""
2003-8,MIA,1495,DL,Delta Air Lines Inc.,"","","",""
2003-8,MIA,1495,EV,Atlantic Southeast Airlines,"","","",""
2003-8,MIA,1495,N/A,AirTran Airways Corporation,"","","",""
2003-8,MIA,1495,N/A,America West Airlines Inc.,"","","",""
2003-8,MIA,1495,MQ,American Eagle Airlines Inc.,"","","",""
2003-8,MIA,1495,N/A,Northwest Airlines Inc.,"","","",""
2003-8,MIA,1495,N/A,ExpressJet Airlines Inc.,"","","",""
2003-8,MIA,1495,N/A,ATA Airlines d/b/a ATA,"","","",""
2003-8,MIA,1495,UA,United Air Lines Inc.,"","","",""
2003-8,MIA,1495,US,US Airways Inc.,"","","",""
2007-1,BWI,1495,N/A,Pinnacle Airlines Inc.,"","","",""
2007-1,BWI,1495,AA,American Airlines Inc.,"","","",""
2007-1,BWI,1495,N/A,Continental Air Lines Inc.,"","","",""
2007-1,BWI,1495,DL,Delta Air Lines Inc.,"","","",""
2007-1,BWI,1495,EV,Atlantic Southeast Airlines,"","","",""
2007-1,BWI,1495,F9,Frontier Airlines Inc.,"","","",""
2007-1,BWI,1495,N/A,AirTran Airways Corporation,"","","",""
2007-1,BWI,1495,MQ,American Eagle Airlines Inc.,"","","",""
2007-1,BWI,1495,N/A,Northwest Airlines Inc.,"","","",""
2007-1,BWI,1495,N/A,Comair Inc.,"","","",""
2007-1,BWI,1495,UA,United Air Lines Inc.,"","","",""
2007-1,BWI,1495,US,US Airways Inc.,"","","",""
2007-1,BWI,1495,WN,Southwest Airlines Co.,"","","",""
2007-1,BWI,1495,N/A,ExpressJet Airlines Inc.,"","","",""
2007-1,BWI,1495,N/A,Mesa Airlines Inc.,"","","",""
2010-11,SEA,1495,AA,American Airlines Inc.,"","","",""
2010-11,SEA,1495,AS,Alaska Airlines Inc.,"","","",""
2010-11,SEA,1495,B6,JetBlue Airways,"","","",""
2010-11,SEA,1495,N/A,Continental Air Lines Inc.,"","","",""
2010-11,SEA,1495,DL,Delta Air Lines Inc.,"","","",""
2010-11,SEA,1495,F9,Frontier Airlines Inc.,"","","",""
2010-11,SEA,1495,N/A,AirTran Airways Corporation,"","","",""
2010-11,SEA,1495,HA,Hawaiian Airlines Inc.,"","","",""
2010-11,SEA,1495,N/A,SkyWest Airlines Inc.,"","","",""
2010-11,SEA,1495,UA,United Air Lines Inc.,"","","",""
2010-11,SEA,1495,US,US Airways Inc.,"","","",""
2010-11,SEA,1495,WN,Southwest Airlines Co.,"","","",""
2010-10,MCO,1496,AA,American Airlines Inc.,"","","",""
2010-10,MCO,1496,AS,Alaska Airlines Inc.,"","","",""
2010-10,MCO,1496,B6,JetBlue Airways,"","","",""
2010-10,MCO,1496,N/A,Continental Air Lines Inc.,"","","",""
2010-10,MCO,1496,DL,Delta Air Lines Inc.,"","","",""
2010-10,MCO,1496,F9,Frontier Airlines Inc.,"","","",""
2010-10,MCO,1496,N/A,AirTran Airways Corporation,"","","",""
2010-10,MCO,1496,UA,United Air Lines Inc.,"","","",""
2010-10,MCO,1496,US,US Airways Inc.,"","","",""
2010-10,MCO,1496,WN,Southwest Airlines Co.,"","","",""
2012-11,JFK,1496,AA,American Airlines Inc.,"","","",""
2012-11,JFK,1496,B6,JetBlue Airways,"","","",""
2012-11,JFK,1496,DL,Delta Air Lines Inc.,"","","",""
2012-11,JFK,1496,N/A,ExpressJet Airlines Inc.,"","","",""
2012-11,JFK,1496,HA,Hawaiian Airlines Inc.,"","","",""
2012-11,JFK,1496,MQ,American Eagle Airlines Inc.,"","","",""
2012-11,JFK,1496,UA,United Air Lines Inc.,"","","",""
2012-11,JFK,1496,US,US Airways Inc.,"","","",""
2012-11,JFK,1496,VX,Virgin America,"","","",""
2008-9,LAS,1497,AA,American Airlines Inc.,"","","",""
2008-9,LAS,1497,AS,Alaska Airlines Inc.,"","","",""
2008-9,LAS,1497,B6,JetBlue Airways,"","","",""
2008-9,LAS,1497,N/A,Continental Air Lines Inc.,"","","",""
2008-9,LAS,1497,DL,Delta Air Lines Inc.,"","","",""
2008-9,LAS,1497,F9,Frontier Airlines Inc.,"","","",""
2008-9,LAS,1497,N/A,AirTran Airways Corporation,"","","",""
2008-9,LAS,1497,HA,Hawaiian Airlines Inc.,"","","",""
2008-9,LAS,1497,MQ,American Eagle Airlines Inc.,"","","",""
2008-9,LAS,1497,N/A,Northwest Airlines Inc.,"","","",""
2008-9,LAS,1497,N/A,SkyWest Airlines Inc.,"","","",""
2008-9,LAS,1497,UA,United Air Lines Inc.,"","","",""
2008-9,LAS,1497,US,US Airways Inc.,"","","",""
2008-9,LAS,1497,WN,Southwest Airlines Co.,"","","",""
2008-9,LAS,1497,N/A,Mesa Airlines Inc.,"","","",""
2009-9,LAX,1497,AA,American Airlines Inc.,"","","",""
2009-9,LAX,1497,AS,Alaska Airlines Inc.,"","","",""
2009-9,LAX,1497,B6,JetBlue Airways,"","","",""
2009-9,LAX,1497,N/A,Continental Air Lines Inc.,"","","",""
2009-9,LAX,1497,DL,Delta Air Lines Inc.,"","","",""
2009-9,LAX,1497,F9,Frontier Airlines Inc.,"","","",""
2009-9,LAX,1497,N/A,AirTran Airways Corporation,"","","",""
2009-9,LAX,1497,HA,Hawaiian Airlines Inc.,"","","",""
2009-9,LAX,1497,MQ,American Eagle Airlines Inc.,"","","",""
2009-9,LAX,1497,N/A,Northwest Airlines Inc.,"","","",""
2009-9,LAX,1497,N/A,SkyWest Airlines Inc.,"","","",""
2009-9,LAX,1497,UA,United Air Lines Inc.,"","","",""
2009-9,LAX,1497,US,US Airways Inc.,"","","",""
2009-9,LAX,1497,WN,Southwest Airlines Co.,"","","",""
2009-9,LAX,1497,N/A,Mesa Airlines Inc.,"","","",""
2014-2,TPA,1497,AA,American Airlines Inc.,"","","",""
2014-2,TPA,1497,B6,JetBlue Airways,"","","",""
2014-2,TPA,1497,DL,Delta Air Lines Inc.,"","","",""
2014-2,TPA,1497,N/A,ExpressJet Airlines Inc.,"","","",""
2014-2,TPA,1497,F9,Frontier Airlines Inc.,"","","",""
2014-2,TPA,1497,N/A,AirTran Airways Corporation,"","","",""
2014-2,TPA,1497,MQ,American Eagle Airlines Inc.,"","","",""
2014-2,TPA,1497,UA,United Air Lines Inc.,"","","",""
2014-2,TPA,1497,US,US Airways Inc.,"","","",""
2014-2,TPA,1497,WN,Southwest Airlines Co.,"","","",""
2006-12,PDX,1498,AA,American Airlines Inc.,"","","",""
2006-12,PDX,1498,AS,Alaska Airlines Inc.,"","","",""
2006-12,PDX,1498,B6,JetBlue Airways,"","","",""
2006-12,PDX,1498,N/A,Continental Air Lines Inc.,"","","",""
2006-12,PDX,1498,DL,Delta Air Lines Inc.,"","","",""
2006-12,PDX,1498,EV,Atlantic Southeast Airlines,"","","",""
2006-12,PDX,1498,F9,Frontier Airlines Inc.,"","","",""
2006-12,PDX,1498,HA,Hawaiian Airlines Inc.,"","","",""
2006-12,PDX,1498,N/A,Northwest Airlines Inc.,"","","",""
2006-12,PDX,1498,N/A,SkyWest Airlines Inc.,"","","",""
2006-12,PDX,1498,UA,United Air Lines Inc.,"","","",""
2006-12,PDX,1498,US,US Airways Inc.,"","","",""
2006-12,PDX,1498,WN,Southwest Airlines Co.,"","","",""
2006-12,PDX,1498,N/A,Mesa Airlines Inc.,"","","",""
2010-10,SLC,1498,AA,American Airlines Inc.,"","","",""
2010-10,SLC,1498,B6,JetBlue Airways,"","","",""
2010-10,SLC,1498,N/A,Continental Air Lines Inc.,"","","",""
2010-10,SLC,1498,DL,Delta Air Lines Inc.,"","","",""
2010-10,SLC,1498,F9,Frontier Airlines Inc.,"","","",""
2010-10,SLC,1498,MQ,American Eagle Airlines Inc.,"","","",""
2010-10,SLC,1498,N/A,SkyWest Airlines Inc.,"","","",""
2010-10,SLC,1498,UA,United Air Lines Inc.,"","","",""
2010-10,SLC,1498,US,US Airways Inc.,"","","",""
2010-10,SLC,1498,WN,Southwest Airlines Co.,"","","",""
2010-10,SLC,1498,N/A,ExpressJet Airlines Inc.,"","","",""
2010-10,SLC,1498,N/A,Mesa Airlines Inc.,"","","",""
2011-9,PHX,1498,AA,American Airlines Inc.,"","","",""
2011-9,PHX,1498,AS,Alaska Airlines Inc.,"","","",""
2011-9,PHX,1498,B6,JetBlue Airways,"","","",""
2011-9,PHX,1498,N/A,Continental Air Lines Inc.,"","","",""
2011-9,PHX,1498,DL,Delta Air Lines Inc.,"","","",""
2011-9,PHX,1498,F9,Frontier Airlines Inc.,"","","",""
2011-9,PHX,1498,N/A,AirTran Airways Corporation,"","","",""
2011-9,PHX,1498,HA,Hawaiian Airlines Inc.,"","","",""
2011-9,PHX,1498,MQ,American Eagle Airlines Inc.,"","","",""
2011-9,PHX,1498,N/A,SkyWest Airlines Inc.,"","","",""
2011-9,PHX,1498,UA,United Air Lines Inc.,"","","",""
2011-9,PHX,1498,US,US Airways Inc.,"","","",""
2011-9,PHX,1498,WN,Southwest Airlines Co.,"","","",""
2011-9,PHX,1498,N/A,ExpressJet Airlines Inc.,"","","",""
2011-9,PHX,1498,N/A,Mesa Airlines Inc.,"","","",""
2009-4,SEA,1500,AA,American Airlines Inc.,"","","",""
2009-4,SEA,1500,AS,Alaska Airlines Inc.,"","","",""
2009-4,SEA,1500,B6,JetBlue Airways,"","","",""
2009-4,SEA,1500,N/A,Continental Air Lines Inc.,"","","",""
2009-4,SEA,1500,DL,Delta Air Lines Inc.,"","","",""
2009-4,SEA,1500,F9,Frontier Airlines Inc.,"","","",""
2009-4,SEA,1500,HA,Hawaiian Airlines Inc.,"","","",""
2009-4,SEA,1500,N/A,Northwest Airlines Inc.,"","","",""
2009-4,SEA,1500,N/A,SkyWest Airlines Inc.,"","","",""
2009-4,SEA,1500,UA,United Air Lines Inc.,"","","",""
2009-4,SEA,1500,US,US Airways Inc.,"","","",""
2009-4,SEA,1500,WN,Southwest Airlines Co.,"","","",""
2014-11,DTW,1501,AA,American Airlines Inc.,"","","",""
2014-11,DTW,1501,AS,Alaska Airlines Inc.,"","","",""
2014-11,DTW,1501,B6,JetBlue Airways,"","","",""
2014-11,DTW,1501,DL,Delta Air Lines Inc.,"","","",""
2014-11,DTW,1501,N/A,ExpressJet Airlines Inc.,"","","",""
2014-11,DTW,1501,F9,Frontier Airlines Inc.,"","","",""
2014-11,DTW,1501,N/A,AirTran Airways Corporation,"","","",""
2014-11,DTW,1501,N/A,Envoy Air,"","","",""
2014-11,DTW,1501,N/A,SkyWest Airlines Inc.,"","","",""
2014-11,DTW,1501,UA,United Air Lines Inc.,"","","",""
2014-11,DTW,1501,US,US Airways Inc.,"","","",""
2014-11,DTW,1501,WN,Southwest Airlines Co.,"","","",""
2008-4,TPA,1502,AA,American Airlines Inc.,"","","",""
2008-4,TPA,1502,B6,JetBlue Airways,"","","",""
2008-4,TPA,1502,N/A,Continental Air Lines Inc.,"","","",""
2008-4,TPA,1502,DL,Delta Air Lines Inc.,"","","",""
2008-4,TPA,1502,F9,Frontier Airlines Inc.,"","","",""
