2015-12,SLC,1844,AA,American Airlines Inc.,2015-12,AA,SLC,159
2015-12,SLC,1844,AS,Alaska Airlines Inc.,2015-12,AS,SLC,46
2015-12,SLC,1844,B6,JetBlue Airways,2015-12,B6,SLC,85
2015-12,SLC,1844,DL,Delta Air Lines Inc.,2015-12,DL,SLC,1056
2015-12,SLC,1844,F9,Frontier Airlines Inc.,2015-12,F9,SLC,36
2015-12,SLC,1844,N/A,Envoy Air,"","","",""
2015-12,SLC,1844,N/A,SkyWest Airlines Inc.,"","","",""
2015-12,SLC,1844,UA,United Air Lines Inc.,2015-12,UA,SLC,72
2015-12,SLC,1844,WN,Southwest Airlines Co.,2015-12,WN,SLC,366
2006-11,SLC,1846,AA,American Airlines Inc.,"","","",""
2006-11,SLC,1846,B6,JetBlue Airways,"","","",""
2006-11,SLC,1846,N/A,Continental Air Lines Inc.,"","","",""
2006-11,SLC,1846,DL,Delta Air Lines Inc.,"","","",""
2006-11,SLC,1846,EV,Atlantic Southeast Airlines,"","","",""
2006-11,SLC,1846,F9,Frontier Airlines Inc.,"","","",""
2006-11,SLC,1846,N/A,Northwest Airlines Inc.,"","","",""
2006-11,SLC,1846,N/A,SkyWest Airlines Inc.,"","","",""
2006-11,SLC,1846,UA,United Air Lines Inc.,"","","",""
2006-11,SLC,1846,US,US Airways Inc.,"","","",""
2006-11,SLC,1846,WN,Southwest Airlines Co.,"","","",""
2006-11,SLC,1846,N/A,ExpressJet Airlines Inc.,"","","",""
2006-11,SLC,1846,N/A,Mesa Airlines Inc.,"","","",""
2014-1,MIA,1846,AA,American Airlines Inc.,"","","",""
2014-1,MIA,1846,DL,Delta Air Lines Inc.,"","","",""
2014-1,MIA,1846,N/A,ExpressJet Airlines Inc.,"","","",""
2014-1,MIA,1846,MQ,American Eagle Airlines Inc.,"","","",""
2014-1,MIA,1846,N/A,SkyWest Airlines Inc.,"","","",""
2014-1,MIA,1846,UA,United Air Lines Inc.,"","","",""
2014-1,MIA,1846,US,US Airways Inc.,"","","",""
2006-1,MCO,1847,AA,American Airlines Inc.,"","","",""
2006-1,MCO,1847,AS,Alaska Airlines Inc.,"","","",""
2006-1,MCO,1847,B6,JetBlue Airways,"","","",""
2006-1,MCO,1847,N/A,Continental Air Lines Inc.,"","","",""
2006-1,MCO,1847,DL,Delta Air Lines Inc.,"","","",""
2006-1,MCO,1847,EV,Atlantic Southeast Airlines,"","","",""
2006-1,MCO,1847,F9,Frontier Airlines Inc.,"","","",""
2006-1,MCO,1847,N/A,AirTran Airways Corporation,"","","",""
2006-1,MCO,1847,MQ,American Eagle Airlines Inc.,"","","",""
2006-1,MCO,1847,N/A,Northwest Airlines Inc.,"","","",""
2006-1,MCO,1847,N/A,Comair Inc.,"","","",""
2006-1,MCO,1847,N/A,ExpressJet Airlines Inc.,"","","",""
2006-1,MCO,1847,N/A,ATA Airlines d/b/a ATA,"","","",""
2006-1,MCO,1847,UA,United Air Lines Inc.,"","","",""
2006-1,MCO,1847,US,US Airways Inc.,"","","",""
2006-1,MCO,1847,WN,Southwest Airlines Co.,"","","",""
2014-12,SAN,1849,AA,American Airlines Inc.,"","","",""
2014-12,SAN,1849,AS,Alaska Airlines Inc.,"","","",""
2014-12,SAN,1849,B6,JetBlue Airways,"","","",""
2014-12,SAN,1849,DL,Delta Air Lines Inc.,"","","",""
2014-12,SAN,1849,F9,Frontier Airlines Inc.,"","","",""
2014-12,SAN,1849,HA,Hawaiian Airlines Inc.,"","","",""
2014-12,SAN,1849,N/A,SkyWest Airlines Inc.,"","","",""
2014-12,SAN,1849,UA,United Air Lines Inc.,"","","",""
2014-12,SAN,1849,US,US Airways Inc.,"","","",""
2014-12,SAN,1849,VX,Virgin America,"","","",""
2014-12,SAN,1849,WN,Southwest Airlines Co.,"","","",""
2003-6,PHX,1850,AA,American Airlines Inc.,"","","",""
2003-6,PHX,1850,AS,Alaska Airlines Inc.,"","","",""
2003-6,PHX,1850,N/A,Continental Air Lines Inc.,"","","",""
2003-6,PHX,1850,DL,Delta Air Lines Inc.,"","","",""
2003-6,PHX,1850,N/A,America West Airlines Inc.,"","","",""
2003-6,PHX,1850,N/A,Northwest Airlines Inc.,"","","",""
2003-6,PHX,1850,N/A,SkyWest Airlines Inc.,"","","",""
2003-6,PHX,1850,N/A,ExpressJet Airlines Inc.,"","","",""
2003-6,PHX,1850,N/A,ATA Airlines d/b/a ATA,"","","",""
2003-6,PHX,1850,UA,United Air Lines Inc.,"","","",""
2003-6,PHX,1850,US,US Airways Inc.,"","","",""
2003-6,PHX,1850,WN,Southwest Airlines Co.,"","","",""
2006-12,SAN,1850,AA,American Airlines Inc.,"","","",""
2006-12,SAN,1850,N/A,Aloha Airlines Inc.,"","","",""
2006-12,SAN,1850,AS,Alaska Airlines Inc.,"","","",""
2006-12,SAN,1850,B6,JetBlue Airways,"","","",""
2006-12,SAN,1850,N/A,Continental Air Lines Inc.,"","","",""
2006-12,SAN,1850,DL,Delta Air Lines Inc.,"","","",""
2006-12,SAN,1850,EV,Atlantic Southeast Airlines,"","","",""
2006-12,SAN,1850,F9,Frontier Airlines Inc.,"","","",""
2006-12,SAN,1850,HA,Hawaiian Airlines Inc.,"","","",""
2006-12,SAN,1850,MQ,American Eagle Airlines Inc.,"","","",""
2006-12,SAN,1850,N/A,Northwest Airlines Inc.,"","","",""
2006-12,SAN,1850,N/A,SkyWest Airlines Inc.,"","","",""
2006-12,SAN,1850,UA,United Air Lines Inc.,"","","",""
2006-12,SAN,1850,US,US Airways Inc.,"","","",""
2006-12,SAN,1850,WN,Southwest Airlines Co.,"","","",""
2006-12,SAN,1850,N/A,Mesa Airlines Inc.,"","","",""
2004-12,TPA,1851,AA,American Airlines Inc.,"","","",""
2004-12,TPA,1851,B6,JetBlue Airways,"","","",""
